"No.","Time","Source","Destination","Protocol","Length","Info"
"3056","12.468465072","206.247.99.130","192.168.129.132","DTLSv1.2","615","Application Data"
"3057","12.468465516","206.247.99.130","192.168.129.132","UDP","90","8803  >  60413 Len=48"
"3058","12.472157976","206.247.99.130","192.168.129.132","DTLSv1.2","615","Application Data"
"3059","12.473373912","192.168.129.132","206.247.99.130","UDP","187","41445  >  8803 Len=145"
"3060","12.474200434","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3061","12.477076858","192.168.129.132","206.247.99.130","UDP","188","41445  >  8803 Len=146"
"3062","12.480708765","206.247.99.130","192.168.129.132","DTLSv1.2","647","Application Data"
"3063","12.481471485","192.168.129.132","206.247.99.130","DTLSv1.2","175","Application Data"
"3064","12.492267129","206.247.99.130","192.168.129.132","DTLSv1.2","647","Application Data"
"3065","12.493123534","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3066","12.514671546","206.247.99.130","192.168.129.132","DTLSv1.2","1227","Application Data"
"3067","12.517124618","192.168.129.132","206.247.99.130","UDP","80","60413  >  8803 Len=38"
"3068","12.522183857","192.168.129.132","206.247.99.130","UDP","195","41445  >  8803 Len=153"
"3069","12.527205867","192.168.129.132","206.247.99.130","UDP","195","41445  >  8803 Len=153"
"3070","12.558394905","206.247.99.130","192.168.129.132","UDP","89","8803  >  60413 Len=47"
"3071","12.562753170","206.247.99.130","192.168.129.132","DTLSv1.2","583","Application Data"
"3072","12.564186780","192.168.129.132","206.247.99.130","UDP","194","41445  >  8803 Len=152"
"3073","12.564887570","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3074","12.572687959","206.247.99.130","192.168.129.132","DTLSv1.2","579","Application Data"
"3075","12.574345501","192.168.129.132","206.247.99.130","UDP","80","60413  >  8803 Len=38"
"3076","12.578267844","192.168.129.132","206.247.99.130","UDP","204","41445  >  8803 Len=162"
"3077","12.579231853","192.168.129.132","206.247.99.130","UDP","207","41445  >  8803 Len=165"
"3078","12.583579913","206.247.99.130","192.168.129.132","DTLSv1.2","579","Application Data"
"3079","12.585076793","192.168.129.132","206.247.99.130","DTLSv1.2","99","Application Data"
"3080","12.587021765","206.247.99.130","192.168.129.132","TLSv1.2","150","Application Data"
"3081","12.587115829","192.168.129.132","206.247.99.130","TCP","54","52198  >  443 [ACK] Seq=4353 Ack=2561 Win=65535 Len=0"
"3082","12.591183241","192.168.129.132","206.247.99.130","TLSv1.2","110","Application Data"
"3083","12.591584241","206.247.99.130","192.168.129.132","TCP","60","443  >  52198 [ACK] Seq=2561 Ack=4409 Win=64240 Len=0"
"3084","12.593399175","206.247.99.130","192.168.129.132","DTLSv1.2","579","Application Data"
"3085","12.603593930","206.247.99.130","192.168.129.132","DTLSv1.2","611","Application Data"
"3086","12.603594641","206.247.99.130","192.168.129.132","DTLSv1.2","579","Application Data"
"3087","12.608020840","192.168.129.132","206.247.99.130","DTLSv1.2","103","Application Data"
"3088","12.616902833","206.247.99.130","192.168.129.132","DTLSv1.2","611","Application Data"
