Mean Size,Std Size,Mean Inter-Arrival,Std Inter-Arrival,Total Packets,Flow Entropy,Cluster
339.02680451847596,295.98480895379157,0.004214197773898712,0.004709332842649646,5223,11.828517157811635,2
2838.0636363636363,5086.481779005819,0.009707266704623813,0.15595572429062748,770,7.927414736938426,0
308.4752475247525,897.2864217487311,0.11381057977676391,0.5904485049794614,101,4.671505734787567,0
2532.943722943723,4230.063155711295,0.014784125923421342,0.18419427295667148,693,7.900348756452367,0
8232.142857142857,13199.456177278866,0.015477285751929649,0.12571614339945777,651,7.836506352820515,1
