"No.","Time","Source","Destination","Protocol","Length","Info"
"171","2.026582063","34.120.195.249","192.168.129.132","TCP","60","443  >  48368 [ACK] Seq=179 Ack=486 Win=64240 Len=0"
"172","2.044534649","192.168.129.132","35.186.224.41","TLSv1.2","97","Application Data"
"173","2.045267384","35.186.224.41","192.168.129.132","TCP","60","443  >  36028 [ACK] Seq=1 Ack=44 Win=64240 Len=0"
"174","2.104502504","35.186.224.41","192.168.129.132","TLSv1.2","94","Application Data"
"175","2.104640536","192.168.129.132","35.186.224.41","TCP","54","36028  >  443 [ACK] Seq=44 Ack=41 Win=65535 Len=0"
"176","2.394816795","192.168.129.132","142.250.75.37","TCP","4434","45462  >  443 [PSH, ACK] Seq=19678 Ack=7463 Win=65535 Len=4380 [TCP PDU reassembled in 177]"
"177","2.394972514","192.168.129.132","142.250.75.37","TLSv1.2","353","Application Data"
"178","2.395557735","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=7463 Ack=21138 Win=64240 Len=0"
"179","2.395557891","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=7463 Ack=22598 Win=64240 Len=0"
"180","2.395557976","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=7463 Ack=24058 Win=64240 Len=0"
"181","2.395558055","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=7463 Ack=24357 Win=64240 Len=0"
"182","2.495341572","192.168.129.132","142.250.75.164","TLSv1.2","683","Application Data"
"183","2.495733040","192.168.129.132","142.250.75.164","TLSv1.2","93","Application Data"
"184","2.496045965","142.250.75.164","192.168.129.132","TCP","60","443  >  47996 [ACK] Seq=1 Ack=630 Win=64240 Len=0"
"185","2.496046137","142.250.75.164","192.168.129.132","TCP","60","443  >  47996 [ACK] Seq=1 Ack=669 Win=64240 Len=0"
"186","2.507450875","142.250.75.164","192.168.129.132","TLSv1.2","93","Application Data"
"187","2.526399997","142.250.75.37","192.168.129.132","TLSv1.2","1433","Application Data, Application Data"
"188","2.527824782","142.250.75.37","192.168.129.132","TLSv1.2","85","Application Data"
"189","2.527928781","142.250.75.37","192.168.129.132","TLSv1.2","93","Application Data"
"190","2.528013359","192.168.129.132","142.250.75.37","TCP","54","45462  >  443 [ACK] Seq=24357 Ack=8912 Win=65535 Len=0"
"191","2.528207524","192.168.129.132","142.250.75.37","TLSv1.2","93","Application Data"
"192","2.528573429","142.250.75.37","192.168.129.132","TCP","60","443  >  45462 [ACK] Seq=8912 Ack=24396 Win=64240 Len=0"
"193","2.548048575","192.168.129.132","142.250.75.164","TCP","54","47996  >  443 [ACK] Seq=669 Ack=40 Win=65535 Len=0"
"194","2.589685789","142.250.75.164","192.168.129.132","TLSv1.2","796","Application Data, Application Data, Application Data"
"195","2.589737860","192.168.129.132","142.250.75.164","TCP","54","47996  >  443 [ACK] Seq=669 Ack=782 Win=65535 Len=0"
